analyzed_segments,internal_status,path,qualified_fraction,qualified_segments,registry_status,session_id
157,complete,stream-0 · RX0,0.1337579617834395,21,partial_coverage,cap-20260823T135100-3e6a71233bab
0,no_result,stream-1 · RX0,,0,no_result,cap-20260823T135400-a8a9c0924e3e
0,no_result,stream-0 · RX0,,0,no_result,cap-20260823T135400-a8a9c0924e3e
55,insufficient_data,stream-1 · RX1,0.0,0,complete,cap-20260823T135400-a8a9c0924e3e
32,insufficient_data,stream-0 · RX1,0.0,0,complete,cap-20260823T135400-a8a9c0924e3e
128,complete,stream-1 · RX0,0.03125,4,complete,cap-20260823T135700-b35f5f92dc27
256,complete,stream-0 · RX1,0.02734375,7,partial_coverage,cap-20260823T135700-b35f5f92dc27
186,complete,stream-0 · RX0,0.06989247311827956,13,partial_coverage,cap-20260823T135700-b35f5f92dc27
240,complete,stream-1 · RX1,0.008333333333333333,2,partial_coverage,cap-20260823T135700-b35f5f92dc27
238,complete,stream-0 · RX1,0.029411764705882353,7,partial_coverage,cap-20260823T140000-f8179c2eb538
167,complete,stream-0 · RX0,0.08982035928143713,15,partial_coverage,cap-20260823T140000-f8179c2eb538
224,complete,stream-1 · RX1,0.008928571428571428,2,partial_coverage,cap-20260823T140000-f8179c2eb538
160,complete,stream-1 · RX0,0.075,12,partial_coverage,cap-20260823T140000-f8179c2eb538
224,complete,stream-0 · RX0,0.05803571428571429,13,partial_coverage,cap-20260823T140300-f1218cfb1c56
48,complete,stream-1 · RX0,0.375,18,complete,cap-20260823T140300-f1218cfb1c56
256,partial,stream-0 · RX1,0.01953125,5,partial_coverage,cap-20260823T140300-f1218cfb1c56
223,complete,stream-1 · RX1,0.03587443946188341,8,partial_coverage,cap-20260823T140300-f1218cfb1c56
140,complete,stream-0 · RX0,0.03571428571428571,5,complete,cap-20260823T140600-b6dc07ab06ad
96,complete,stream-1 · RX0,0.10416666666666667,10,complete,cap-20260823T140600-b6dc07ab06ad
187,complete,stream-0 · RX1,0.06417112299465241,12,complete,cap-20260823T140600-b6dc07ab06ad
201,insufficient_data,stream-1 · RX1,0.0,0,complete,cap-20260823T140600-b6dc07ab06ad
80,complete,stream-0 · RX0,0.1,8,complete,cap-20260823T140900-266ce4a2f30a
0,no_result,stream-1 · RX0,,0,no_result,cap-20260823T140900-266ce4a2f30a
136,complete,stream-1 · RX1,0.029411764705882353,4,complete,cap-20260823T140900-266ce4a2f30a
32,complete,stream-0 · RX1,0.34375,11,complete,cap-20260823T140900-266ce4a2f30a
0,no_result,stream-0 · RX0,,0,no_result,cap-20260823T141500-ac017465e83c
0,no_result,stream-0 · RX1,,0,no_result,cap-20260823T141500-ac017465e83c
238,complete,stream-1 · RX1,0.004201680672268907,1,partial_coverage,cap-20260823T141500-ac017465e83c
30,complete,stream-1 · RX0,0.06666666666666667,2,complete,cap-20260823T141500-ac017465e83c
97,complete,stream-0 · RX0,0.18556701030927836,18,complete,cap-20260823T141800-aa205612e770
136,complete,stream-1 · RX0,0.19117647058823528,26,complete,cap-20260823T141800-aa205612e770
228,complete,stream-0 · RX1,0.07017543859649122,16,partial_coverage,cap-20260823T141800-aa205612e770
224,complete,stream-1 · RX1,0.03571428571428571,8,partial_coverage,cap-20260823T141800-aa205612e770
224,complete,stream-1 · RX1,0.03125,7,complete,cap-20260823T142100-bacbdc89f3c3
44,complete,stream-0 · RX0,0.06818181818181818,3,complete,cap-20260823T142100-bacbdc89f3c3
56,complete,stream-0 · RX1,0.05357142857142857,3,complete,cap-20260823T142100-bacbdc89f3c3
6,insufficient_data,stream-1 · RX0,0.0,0,complete,cap-20260823T142100-bacbdc89f3c3
256,complete,stream-1 · RX1,0.01953125,5,partial_coverage,cap-20260823T142708-56f9d9ac6f05
96,complete,stream-0 · RX1,0.09375,9,complete,cap-20260823T142708-56f9d9ac6f05
96,complete,stream-0 · RX0,0.11458333333333333,11,complete,cap-20260823T142708-56f9d9ac6f05
230,complete,stream-1 · RX0,0.21304347826086956,49,complete,cap-20260823T142708-56f9d9ac6f05
160,complete,stream-1 · RX1,0.04375,7,partial_coverage,cap-20260823T143000-74f7ae0e8079
236,partial,stream-0 · RX1,0.08898305084745763,21,complete,cap-20260823T143000-74f7ae0e8079
118,complete,stream-1 · RX0,0.16101694915254236,19,complete,cap-20260823T143000-74f7ae0e8079
128,complete,stream-0 · RX0,0.1328125,17,complete,cap-20260823T143000-74f7ae0e8079
176,complete,stream-0 · RX0,0.07386363636363637,13,complete,cap-20260823T143300-1cad4e6bcd63
233,complete,stream-0 · RX1,0.055793991416309016,13,complete,cap-20260823T143300-1cad4e6bcd63
256,complete,stream-1 · RX1,0.015625,4,partial_coverage,cap-20260823T143300-1cad4e6bcd63
142,complete,stream-1 · RX0,0.04225352112676056,6,complete,cap-20260823T143300-1cad4e6bcd63
240,complete,stream-0 · RX1,0.12083333333333333,29,partial_coverage,cap-20260823T143600-d224768d8147
205,complete,stream-1 · RX1,0.02926829268292683,6,complete,cap-20260823T143600-d224768d8147
256,complete,stream-0 · RX0,0.08203125,21,partial_coverage,cap-20260823T143600-d224768d8147
0,no_result,stream-1 · RX0,,0,no_result,cap-20260823T143600-d224768d8147
240,complete,stream-0 · RX1,0.1125,27,partial_coverage,cap-20260823T143900-d6099c9727ca
240,complete,stream-1 · RX0,0.10416666666666667,25,complete,cap-20260823T143900-d6099c9727ca
240,complete,stream-1 · RX1,0.020833333333333332,5,partial_coverage,cap-20260823T143900-d6099c9727ca
216,complete,stream-0 · RX0,0.16666666666666666,36,complete,cap-20260823T143900-d6099c9727ca
256,complete,stream-0 · RX1,0.0859375,22,partial_coverage,cap-20260823T144200-34e2144863ce
201,complete,stream-1 · RX0,0.1044776119402985,21,complete,cap-20260823T144200-34e2144863ce
230,partial,stream-0 · RX0,0.08695652173913043,20,complete,cap-20260823T144200-34e2144863ce
256,complete,stream-1 · RX1,0.01171875,3,partial_coverage,cap-20260823T144200-34e2144863ce
142,complete,stream-1 · RX0,0.176056338028169,25,complete,cap-20260823T144500-8ab6144d67ce
240,complete,stream-1 · RX1,0.0375,9,partial_coverage,cap-20260823T144500-8ab6144d67ce
204,complete,stream-0 · RX1,0.14215686274509803,29,partial_coverage,cap-20260823T144500-8ab6144d67ce
160,complete,stream-0 · RX0,0.15625,25,complete,cap-20260823T144500-8ab6144d67ce
104,complete,stream-1 · RX0,0.19230769230769232,20,complete,cap-20260823T144800-4d84f9f58732
208,complete,stream-1 · RX1,0.014423076923076924,3,partial_coverage,cap-20260823T144800-4d84f9f58732
248,complete,stream-0 · RX1,0.10080645161290322,25,partial_coverage,cap-20260823T144800-4d84f9f58732
240,complete,stream-0 · RX0,0.14583333333333334,35,partial_coverage,cap-20260823T144800-4d84f9f58732
160,complete,stream-1 · RX0,0.1125,18,partial_coverage,cap-20260823T145100-9845f0b85950
191,complete,stream-0 · RX0,0.1518324607329843,29,partial_coverage,cap-20260823T145100-9845f0b85950
192,complete,stream-1 · RX1,0.005208333333333333,1,partial_coverage,cap-20260823T145100-9845f0b85950
256,complete,stream-0 · RX1,0.08984375,23,partial_coverage,cap-20260823T145100-9845f0b85950
32,complete,stream-0 · RX1,0.0625,2,complete,cap-20260823T145400-e198c8bbd577
0,no_result,stream-1 · RX0,,0,no_result,cap-20260823T145400-e198c8bbd577
86,complete,stream-1 · RX1,0.023255813953488372,2,complete,cap-20260823T145400-e198c8bbd577
32,insufficient_data,stream-0 · RX0,0.0,0,complete,cap-20260823T145400-e198c8bbd577
92,insufficient_data,stream-1 · RX0,0.0,0,complete,cap-20260823T145700-fca14cfe68e6
192,complete,stream-0 · RX0,0.140625,27,complete,cap-20260823T145700-fca14cfe68e6
240,complete,stream-0 · RX1,0.11666666666666667,28,partial_coverage,cap-20260823T145700-fca14cfe68e6
176,complete,stream-1 · RX1,0.011363636363636364,2,complete,cap-20260823T145700-fca14cfe68e6
0,no_result,stream-0 · RX1,,0,no_result,cap-20260823T150000-081192b64713
12,complete,stream-1 · RX0,0.3333333333333333,4,complete,cap-20260823T150000-081192b64713
32,complete,stream-0 · RX0,0.0625,2,complete,cap-20260823T150000-081192b64713
160,complete,stream-1 · RX1,0.0125,2,partial_coverage,cap-20260823T150000-081192b64713
