session_id,published_ns,rate_msps,tracklet_id,channel,edge,observations,evaluation_observations,span_s,best_norad,runner_norad,best_rms_hz,runner_rms_hz
scan-fw-47b14a92eb94f9a0,1789838960479380128,20.0,sha256:684b13ed99ad4103c9b2b1a59dffbc601b69d6d2198a84eaf657b7f106302829,3,lower,17,7,10.385281061,66236,64149,22.214946314461454,119.31777255016212
scan-fw-47b14a92eb94f9a0,1789838960479380128,20.0,sha256:a7d41fe671cbcab78ae91449b578fe11ba6e95a400df172d84e0a6adf0287492,2,lower,15,6,12.068969616000004,68080,45062,105.86581412910341,434.0398805922146
scan-fw-47b14a92eb94f9a0,1789838960479380128,20.0,sha256:f9477caf5581643b99ece84479c9eba78a1f9a66e2df247c69fa44771cbe5667,1,lower,41,17,28.492087696,65295,57841,35.792312632157866,3834.4750218589948
scan-fw-47b14a92eb94f9a0,1789838960479380128,20.0,sha256:1aead185ca4268dbe878a6a0728dffb09044dc18d8006e2d69586943a8faca90,2,lower,22,9,12.913376934000041,59469,66242,37.581008678743444,301.3924735586543
scan-fw-3b39ee01fdf58bb4,1789838298887518278,15.0,sha256:66933d771a60025d3a7759a14670eeaea780ca29f95e75a21605099aec971e23,2,upper,30,12,21.187218470000005,59027,69660,56.29751008406287,581.1490332544712
scan-fw-3b39ee01fdf58bb4,1789838298887518278,15.0,sha256:f8caf2e8f4c7b8b76cf8fdbb8a0524bcb8944593586080ca001bcec296d6b137,4,upper,37,15,24.83671215199999,68074,66979,51.694228268349576,87.76030392144634
scan-fw-1e3eb69ae7c881f2,1789837100311352317,15.0,sha256:6a16a9d1571b2e00b70ba43fc583887decd1eb3bb6176177f25f81711fab5514,3,lower,29,12,9.121359694000006,65363,58097,50.891133647345185,250.4233859274493
scan-fw-1e3eb69ae7c881f2,1789837100311352317,15.0,sha256:256c7108463b4b29a891f9985cea437c67da2928e97177c5a6fc4c87e8a21d6a,1,lower,27,11,28.061361493999982,67008,64141,47.97278424788796,259.6785288655288
scan-fw-1e3eb69ae7c881f2,1789837100311352317,15.0,sha256:ac915daaaf1a3915a996fa2e1eedc5367aa91b1f5795be0444ca6f1fecdd3601,2,lower,16,7,20.065332351999984,67008,64141,46.32086707133117,129.92205723845748
scan-fw-1e3eb69ae7c881f2,1789837100311352317,15.0,sha256:a7599d2b86dfc075024ec7dad3961681cc778f57092ffe73eb488b68df371828,4,lower,32,13,20.48788246799998,67024,52544,42.31070925569591,268.35268095055636
scan-fw-1e3eb69ae7c881f2,1789837100311352317,15.0,sha256:b455cbb4990f64b11e613066705235aaf77e55c14a27f5cfdfedb8d6f5b00813,2,lower,22,9,14.029381088999997,58671,69663,44.579604188531704,131.12089969179618
scan-fw-1e3eb69ae7c881f2,1789837100311352317,15.0,sha256:ca4aab17f0bf4589a94e0fc1d6aa46e479cee70014de0e42adb466315eacdf9e,3,lower,16,7,10.94268884600001,58671,69663,123.68212420743482,185.95777308033553
scan-fw-1e3eb69ae7c881f2,1789837100311352317,15.0,sha256:03df7975392cc92c05fa39d49a3bf1a1fbc7026de38b4a25fce014debf5f1fef,2,lower,23,10,8.559186876000012,58671,69663,178.0561684171458,113.45428221769808
scan-fw-1e3eb69ae7c881f2,1789837100311352317,15.0,sha256:028f2c9fb26bf45d2aa8494ddf916408b026ac1186dcc2155ae221e0d923c754,2,lower,21,9,14.319219524999994,65935,48138,74.73220438379703,763.2373543948187
scan-fw-a512b0d2e66ff094,1789836306968006298,10.0,sha256:77bb3792b70b00f5d5a9aed63f2c3d7594ddaee63643f73dd307f003253e96c0,2,upper,15,6,18.10123768,62477,68663,88.63483237715208,335.91013486201376
scan-fw-a512b0d2e66ff094,1789836306968006298,10.0,sha256:e2fc8c9f379a257f654a2e16d153f1266ef81c6ff7b7938dfe566af545cec187,3,upper,20,8,12.771114802999989,65385,69711,175.6146516331043,143.59023366465573
scan-fw-a512b0d2e66ff094,1789836306968006298,10.0,sha256:09d1e3d1ed03c4ae88d47bc596fe8082f6cc91cd051b8e97c85463d1afb11c6d,2,upper,50,20,23.008052252,68768,68664,105.84516852195871,1151.6128019006158
scan-fw-a512b0d2e66ff094,1789836306968006298,10.0,sha256:d4d9b4bbcae765f234e29676bb339e8f0f9708ca11f3e0c319b7e00d4cc45a24,3,upper,14,6,14.45331459099998,53588,48113,96.89163411009125,674.5460682863669
scan-fw-6762e26558d3741a,1789830460001136494,10.0,sha256:86c791b80b3e427f505dd7cbad77d63fe56393589f40120b32b1b442965fd2a5,2,lower,42,17,26.23749763,66061,58366,61.75492385541775,366.04983440955095
scan-fw-6762e26558d3741a,1789830460001136494,10.0,sha256:5c5c453f4735df9b2e5614704218d3db31348d40cdd6d6441e046e5a1c1ebc3f,1,lower,32,13,22.590818620000007,66061,58366,67.70462235496629,199.13911169871145
scan-fw-6762e26558d3741a,1789830460001136494,10.0,sha256:07d218db0db19938b7185ca40b83a9109dc63183bc6c295ac3419bcaf5f23476,1,lower,36,15,19.081409072,68862,62599,24.374113020239875,595.3950701990051
scan-fw-6762e26558d3741a,1789830460001136494,10.0,sha256:929d563a232a4138667959afd2a1d736f4e84b2f87150ea03b4b3e592b251d6f,4,lower,16,7,19.358706280000007,59689,100105,183.14365335967145,441.38692428545113
scan-fw-6762e26558d3741a,1789830460001136494,10.0,sha256:cd936ba943f7ce11ee5bd0cab6a6628004ae56bb1d4b0925679aaa501bee626d,2,lower,48,20,21.463015435000017,59689,100105,45.196570012171,548.5469149216104
scan-fw-88eac04f079e5ad0,1789829966354429402,20.0,sha256:b34052bb7c324fd2afdaac92be111f12752a71879129da028bce9cf21e809e7c,2,upper,33,14,32.307275034,66601,100407,67.9659275298885,453.94738112059133
scan-fw-88eac04f079e5ad0,1789829966354429402,20.0,sha256:3ee42e60da9bce1ecd0837c620f7830078f530a4455e6f5b45b69534d9a9af8d,3,upper,45,18,27.960233488000004,66601,100407,56.072970877517214,1126.4106548336224
scan-fw-88eac04f079e5ad0,1789829966354429402,20.0,sha256:ace62464f085cc85d00c7e5108879f01e6349395cc460ccd4735741bcd00bf61,3,upper,15,6,12.913416920000003,66202,100424,80.67310274406209,137.29780828904185
scan-fw-88eac04f079e5ad0,1789829966354429402,20.0,sha256:9027bd2a769f8ff6831106b40ae061dcd56aa5674d2f4dad42ca963de07b767d,3,upper,34,14,20.634913538999996,66599,59722,81.85258155583085,235.22576255231306
scan-fw-88eac04f079e5ad0,1789829966354429402,20.0,sha256:7eb116272ee2774086ed639f4c6e14fa1fc6901b8671623d97f1e32ff3e02b8a,2,upper,23,10,16.00603907499999,63450,62598,101.08400467109058,433.31578824493084
scan-fw-88eac04f079e5ad0,1789829966354429402,20.0,sha256:065e8d21675beeaaffbe12da6aadb81594af4d0b7b914a8082977b81d8e070be,3,upper,57,23,27.94538719799999,66491,67970,101.15480693163069,539.8964100099755
scan-fw-5b49721cacc7d8a6,1789829304814041306,15.0,sha256:2d95eb2d5cb3aaddb13ab81ba0b0a2709b888243d608876141ef4b164c35d4f6,2,lower,49,20,29.1908167,63779,66628,69.00144403691607,667.5295910685974
scan-fw-5b49721cacc7d8a6,1789829304814041306,15.0,sha256:20bddc01c567833b7cc2ca2509c1d53d35f5cf86e4caf77dfe43279afaf1b9c3,1,lower,47,19,26.242644092999996,69756,66628,130.5932959222479,3969.2428153111528
scan-fw-5b49721cacc7d8a6,1789829304814041306,15.0,sha256:0040d8d9b955a880c62c32ba4b7e16a977560308af308a550d7d161979380026,4,lower,70,28,43.21740187899999,66595,59549,32.509233450731905,1939.258346606932
scan-fw-5b49721cacc7d8a6,1789829304814041306,15.0,sha256:d8761f3dc50dcad12f53d33279d082e5c1a5a9dd9abbd227238864f5240573db,3,lower,25,10,22.870657885,66595,59549,22.32428418511629,969.1241290322843
scan-fw-5b49721cacc7d8a6,1789829304814041306,15.0,sha256:9f36aaa0d4e6aaab637595e67f7500b2a7cdaa6871dd6e96594822ad30b02c1c,4,lower,54,22,30.584003947,66185,68611,78.15498785899075,1367.391633379882
scan-fw-5b49721cacc7d8a6,1789829304814041306,15.0,sha256:b33ba0c3febb0e4f196d10f11656d29aa8c52affa157661fd903f1237b6e1174,2,lower,28,12,17.397292197999988,66185,68611,125.07832142212456,690.4844708149524
scan-fw-5b49721cacc7d8a6,1789829304814041306,15.0,sha256:2bf58ad70e1696ae7cb5b33688791f6b38d233b335f66836a6f9f3a7f73624b0,1,lower,32,13,27.646676474000003,58361,69746,43.31840953510827,1044.2248923148807
scan-fw-5b49721cacc7d8a6,1789829304814041306,15.0,sha256:afa75ab9939f0e8ab5f2e88fb9c214928de8515ef962688af98be9e6e961b9c8,4,lower,14,6,11.504039782000007,66615,55609,14.173673131704845,203.4830343968578
scan-fw-5b49721cacc7d8a6,1789829304814041306,15.0,sha256:bb01b1506c841c3c741edeb328c526521b80e90b08b92abae60a981c343fa4c0,1,lower,18,8,16.698096335000002,59153,66576,48.72347273687153,43.77733007954599
scan-fw-9b7493c84ab97255,1789828769104905844,20.0,sha256:ad2de049ea1c68ec402b918333b6a27b835940d40cbe7e898d657bf8a2045655,2,lower,57,23,37.753484347000004,68004,66579,38.54786685985302,3020.0641785323896
scan-fw-9b7493c84ab97255,1789828769104905844,20.0,sha256:b8b31b0b0c5043c298e00500ad1673ffbb3dd7020c474d480d90946e14be40b1,3,lower,58,24,32.702447602,68004,63434,65.12826122727171,2315.8539294707625
scan-fw-9b7493c84ab97255,1789828769104905844,20.0,sha256:7c42142c758ec17ec0e8cdc5caba8b3ed3acc464430c3995e203beb344877779,1,lower,16,7,14.454743282000003,68004,66579,33.53647802637006,731.4199922267541
scan-fw-9b7493c84ab97255,1789828769104905844,20.0,sha256:7825a968d5b5ee6d57e0a94a5ee2460601b18b2787691b2d4b36dde3286e34ab,1,lower,19,8,11.930686109999996,68004,68911,11.417696943992889,661.4635959909695
scan-fw-9b7493c84ab97255,1789828769104905844,20.0,sha256:155fdaa80e341901393b0a9733166b5f2fe845f9981362edbd57f13a2d6f2e1f,1,lower,54,22,37.76471328699999,63780,55501,66.51939535718142,803.5459449823073
scan-fw-9b7493c84ab97255,1789828769104905844,20.0,sha256:4f00775d5aeecf865b8a254675081c7a06cf1014f03c189a5d077a9d0ef727e6,4,lower,17,7,11.651836977000016,60418,47798,42.89024283386109,248.786294857623
scan-fw-9b7493c84ab97255,1789828769104905844,20.0,sha256:9160c6e5800b201b5f08a11f1e3225d7db0f9cbdfa71198526e0a4e36e92b5c4,3,lower,24,10,21.616037552999984,69127,66863,30.730339931427025,4021.0060340089035
scan-fw-9b7493c84ab97255,1789828769104905844,20.0,sha256:39bcfaeeaead699cd325b691b3afdd1420ee0697035c3a5150ea36d3a8c0751b,2,lower,19,8,10.386173815999996,69127,66863,25.31583701922619,1894.8778047436954
scan-fw-9b7493c84ab97255,1789828769104905844,20.0,sha256:18b1fb913d2ee87f3d852b818ea4d22b61b094dafb2b8660919798e532f53aad,1,lower,26,11,21.074839576999977,67986,66082,55.50962314974398,469.59075043445773
scan-fw-9b7493c84ab97255,1789828769104905844,20.0,sha256:0910e9c69aaa9b988fd2827049c37d8f724983781e2c0a247e23df18ab7ed085,3,lower,21,9,12.796139042999982,67986,100438,41.320464220445515,272.79338296066896
scan-fw-ea1a100f40bc2e16,1789828682083653306,10.0,sha256:b9b009b5e6bf57fe561ba9216830a872bd26154fbc973579106896dacad4af83,3,upper,22,9,14.032070707999992,49413,59555,96.25004165759876,92.9256408911964
scan-fw-ea1a100f40bc2e16,1789828682083653306,10.0,sha256:f4dbb7c94ce224cb89460f01d5a2c62c3a4fd1c2d40e96c5bee13e0cfc07220c,4,upper,43,18,31.429440760000006,64759,69744,71.67867887135223,926.6874355297983
scan-fw-ea1a100f40bc2e16,1789828682083653306,10.0,sha256:75f09bd0b68be6185551a61a45f4d09b1046690560dbbaa97c02587c36542093,2,upper,78,32,41.384634403999996,63791,68913,180.45797507787134,120.50207851161493
scan-fw-ea1a100f40bc2e16,1789828682083653306,10.0,sha256:65f1801cb5723c4f51e459d84f3bbe3c20c94fe3a73b7a130b8441bc63b51361,3,upper,42,17,36.902719899999994,66562,52275,77.65524966577644,1737.3981358601409
scan-fw-ee8741ede6515520,1789827502603108453,15.0,sha256:ff5008bbaa271e209d5780dfde31d827d853525eb0935bf1e0b97193ba9cc5d0,3,upper,28,12,19.081371179999998,67989,52334,54.882246385850586,211.16267452655296
scan-fw-ee8741ede6515520,1789827502603108453,15.0,sha256:b70c300e65bc980480264c549d51b92d3c19f9b17f421796695959279703f943,2,upper,15,6,12.769394970000008,63773,53590,20.317167144383912,127.67806934301754
scan-fw-ee8741ede6515520,1789827502603108453,15.0,sha256:396c52bb6ab70e92dddd507545b1b9d3b0fe4eed6ccac8d534d6a99a65511881,3,upper,49,20,24.278698432,61509,48568,42.9629388354949,292.05066617662584
scan-fw-8b3ad96be4c27d8a,1789826847131386406,10.0,sha256:8587eb213063dd249ae1c340ae8c3e78bcbaeff23c7d5b86b1d765913db75d83,2,lower,15,6,15.712129723,57972,67991,29.428483962293285,106.83442543676992
scan-fw-8b3ad96be4c27d8a,1789826847131386406,10.0,sha256:2547916219e7fd38d8b4c048c3edd77e13bd8c2c938b533f683be54219e27478,4,lower,63,26,36.050796127,57972,67991,46.62468024346322,925.6647806677524
scan-fw-8b3ad96be4c27d8a,1789826847131386406,10.0,sha256:e1a76eb42c9b81c98ce130d09923d341a54e49aee9bdf95eb5da67eed1ee3fbc,2,lower,29,12,26.653341091999998,57972,68522,47.18308578359686,546.7676307469364
scan-fw-8b3ad96be4c27d8a,1789826847131386406,10.0,sha256:2725f0676956e9ba391160e86884f25ac4c4e8eef8d7de03b7ed5df261baa3ae,1,lower,37,15,23.569292130999997,62959,63266,31.844691859138045,753.9521386297088
scan-fw-8b3ad96be4c27d8a,1789826847131386406,10.0,sha256:36e4a76c7795c9f3f8051575683e405b7d97a2a6b8c70c6d87a5020564243add,3,lower,35,14,24.411974418,62959,63266,58.81698182174123,1679.0462648993127
scan-fw-8b3ad96be4c27d8a,1789826847131386406,10.0,sha256:620a9e10dbd683134c97d4ef8bca0a5c87609450cd3eb484391072abb00c7cc7,4,lower,38,16,21.045341500000006,62959,63266,20.895421080786836,1271.5294248340383
scan-fw-8b3ad96be4c27d8a,1789826847131386406,10.0,sha256:0d11802c12056704b9d9d61afe4162e4adcb8f2f29d5b7121255d5e78d3d92ba,3,lower,64,26,38.162736142,62950,64667,81.78292641777504,379.3288500122991
scan-fw-8b3ad96be4c27d8a,1789826847131386406,10.0,sha256:b629d235a338d7e73c5ace6f6b7e3179884d5e17f15c3360b52ed5a6c4b7b972,3,lower,39,16,33.675268785000014,66351,56038,32.48769005040482,688.4343298386731
scan-fw-8b3ad96be4c27d8a,1789826847131386406,10.0,sha256:4f1131c6ef770adc8c6a85b3c1f234dabd410b0145447b9b30dcce13346e163d,1,lower,41,17,25.956697157000008,67990,57964,52.40993454823121,109.37716881350775
scan-fw-8b3ad96be4c27d8a,1789826847131386406,10.0,sha256:c843d42f10bad4fb0b8115230338eaf3b6d30d859b0328441ea07cd698424f1d,2,lower,39,16,16.279612227999962,57964,67990,65.70387687595007,48.650526812566426
scan-fw-f529b0106f4fd51a,1789826407984937300,20.0,sha256:0c99223a1d13350cd303983c0d1817958d756db68bb6cb8db80d2b7e74a5d213,1,upper,42,17,22.899496581,59669,60416,149.8392122362495,395.7035200541599
scan-fw-f529b0106f4fd51a,1789826407984937300,20.0,sha256:d1541b5572cf6879e8de0c8a035d457c9b817edc3676bab2354949b325a1187d,3,upper,50,20,26.450753270000007,57462,66364,35.93183332166552,606.332805518598
scan-fw-f529b0106f4fd51a,1789826407984937300,20.0,sha256:1f2805a22ce2de41aefa335f61caf5e4f023f862b0c2cefce2655d65947a9dde,1,upper,60,24,34.691635167999976,63774,67820,96.29965275434601,1382.656331180998
scan-fw-f529b0106f4fd51a,1789826407984937300,20.0,sha256:36a02869903931464d263bac301cadabb4fa8481d8791226de19e13bbb17d438,4,upper,16,7,20.636951232,63774,56347,109.94850743551096,515.4613758506789
scan-fw-93ee223ece1a0ba3,1789825748707067298,15.0,sha256:662b9d12c92fab1e5b7bd2024aff781627892f3eb035ebd871fb1daefe8884e1,3,lower,18,8,18.379678360999996,66217,64478,40.408714523281304,328.8015650105859
scan-fw-93ee223ece1a0ba3,1789825748707067298,15.0,sha256:92d8b675da726d83da9c228d9f38a9e1fa4131703dbb07a35e8883921caeeab2,1,lower,22,9,12.626746589000007,59655,63022,88.38402217331306,426.9783291912851
scan-fw-93ee223ece1a0ba3,1789825748707067298,15.0,sha256:a60d05f9f1d9aa1c97a5f4b4ea41aa59f702a005a54713570c1d0c9ec1d606df,3,lower,68,28,35.084069710999984,66210,67805,47.89549751089268,1500.142082320839
scan-fw-93ee223ece1a0ba3,1789825748707067298,15.0,sha256:9932396e712ec0b498761af0a626c0efa65fee0405289e841c4ce95a12ec2907,1,lower,19,8,16.836104019999993,66216,64472,27.412745424044925,606.0361528886434
