session_id,alias_changes,attempted,case,cfo_rms_hz,common,delay_rms_ns,profile,raw_cfo_rms_hz,recovered
scan-hop-99bee37023f62a10,0,16,delay,0.8797430380895505,14,2.4440710779564845,joint512,0.8797430380895505,14
scan-hop-2b542a19425a01b3,0,16,frequency,29.621400514369007,12,0.3559845026045484,grid512,29.621400514368922,12
scan-hop-2b542a19425a01b3,0,16,frequency,13.760758690732189,12,0.029522332657872623,grid8192,13.76075869073259,12
scan-hop-2b542a19425a01b3,0,16,frequency,0.10324350228071383,12,0.3438847256177131,local512,0.10324350228002345,12
scan-hop-2b542a19425a01b3,0,16,frequency,0.045534473966670555,12,0.13231566322954358,joint512,0.04553447396908985,12
scan-hop-2b542a19425a01b3,0,16,delay,3.224781203333233,12,3.17985167083397,grid512,3.224781203333233,12
scan-hop-2b542a19425a01b3,0,16,delay,3.1400505543552986,12,3.165133844872938,grid8192,3.1400505543552986,12
scan-hop-2b542a19425a01b3,0,16,delay,1.0003732960749343,12,3.127604422223651,local512,1.0003732960749343,12
scan-hop-2b542a19425a01b3,0,16,delay,0.911941687723425,12,3.0545021962350125,joint512,0.911941687723425,12
scan-hop-543e944f549f5386,0,16,frequency,25.036452467485322,7,0.2637550976696312,grid512,25.03645246748409,7
scan-hop-543e944f549f5386,0,16,frequency,12.085605346386437,7,0.017465926590276702,grid8192,12.085605346384229,7
scan-hop-543e944f549f5386,0,16,frequency,0.11496282458976892,7,0.2657901297510338,local512,0.11496282459001898,7
scan-hop-543e944f549f5386,0,16,frequency,0.10672293260645734,7,0.21741766389712855,joint512,0.1067229326070868,7
scan-hop-543e944f549f5386,0,16,delay,1.6266248891497244,7,3.382680374795876,grid512,1.6266248891497004,7
scan-hop-543e944f549f5386,0,16,delay,9.587654499254459,7,3.4078227375716286,grid8192,9.587654499254453,7
scan-hop-543e944f549f5386,0,16,delay,0.8719489061033564,7,3.3825499772971384,local512,0.8719489061037908,7
scan-hop-543e944f549f5386,0,16,delay,0.7132462396875688,7,2.279804008957516,joint512,0.7132462396871513,7
scan-hop-e336bdc3f097d035,0,16,frequency,25.1773698619695,7,0.13907862368612156,grid512,25.177369861968174,7
scan-hop-e336bdc3f097d035,0,16,frequency,13.684475747422193,7,0.013106540581032618,grid8192,13.684475747422262,7
scan-hop-e336bdc3f097d035,0,16,frequency,0.07060470565769918,7,0.13907862368612156,local512,0.07060470565835875,7
scan-hop-e336bdc3f097d035,0,16,frequency,0.06519493465999368,7,0.13364892201102568,joint512,0.06519493465937244,7
scan-hop-e336bdc3f097d035,0,16,delay,2.2896981905800398,7,1.4523098118390843,grid512,2.289698190580463,7
scan-hop-e336bdc3f097d035,0,16,delay,2.289698190584161,7,1.4295823635183789,grid8192,2.289698190584584,7
scan-hop-e336bdc3f097d035,0,16,delay,0.7215444246025566,7,1.4523098118390843,local512,0.7215444246041735,7
scan-hop-e336bdc3f097d035,0,16,delay,0.7259598829943916,7,1.4270903477595542,joint512,0.7259598829959986,7
scan-hop-d863b5568dd4cb74,0,16,frequency,28.030337600433494,6,0.2853598527690587,grid512,28.03033760043418,6
scan-hop-d863b5568dd4cb74,0,16,frequency,13.202655363312195,6,0.021064438089472587,grid8192,13.202655363311731,6
scan-hop-d863b5568dd4cb74,0,16,frequency,0.11228709515992832,6,0.28862883773342146,local512,0.1122870951604143,6
scan-hop-d863b5568dd4cb74,0,16,frequency,0.08973907598255493,6,0.23663653918687383,joint512,0.08973907598265918,6
scan-hop-d863b5568dd4cb74,0,16,delay,1.1380678619426507,6,1.1620894336170773,grid512,1.1380678619426494,6
scan-hop-d863b5568dd4cb74,0,16,delay,10.426881689340965,6,1.1630011966060638,grid8192,10.426881689340965,6
scan-hop-d863b5568dd4cb74,0,16,delay,0.3717782173927899,6,1.1649303913351017,local512,0.3717782173930958,6
scan-hop-d863b5568dd4cb74,0,16,delay,0.39699385409079585,6,1.0853547317975498,joint512,0.3969938540910824,6
scan-hop-bdb97ee3a5264d7d,0,16,frequency,29.62651296366101,9,0.4279616575430421,grid512,29.62651296365991,9
scan-hop-bdb97ee3a5264d7d,0,16,frequency,11.557166437172357,9,0.018084655920137454,grid8192,11.557166437172647,9
scan-hop-bdb97ee3a5264d7d,0,16,frequency,0.23185106907581787,9,0.4353049626490227,local512,0.2318510690764693,9
